SettlementDeadline;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;Starttime
2024-03-05;5618;2024-03-05 19:45:31;57671096.25;21;4;5;4;2743;2024-03-05 19:45:33
2024-03-05;5026;2024-03-05 14:55:28;115607385.12;18;0;7;0;5002;2024-03-05 19:46:13
2024-03-05;5619;2024-03-05 19:46:11;115607385.12;7;2;18;2;5002;2024-03-05 19:46:13
2024-03-05;3398;2024-03-05 01:11:41;150446267.8;19;6;11;6;2214;2024-03-05 19:46:32
2024-03-05;5621;2024-03-05 19:46:30;150446267.8;11;0;19;0;2214;2024-03-05 19:46:32
2024-03-05;4873;2024-03-05 13:42:38;222249703.19;27;5;17;5;4779;2024-03-05 19:47:37
2024-03-05;5622;2024-03-05 19:47:35;222249703.19;17;0;27;0;4779;2024-03-05 19:47:37
2024-03-06;3047;2024-03-05 00:11:47;70424059.88;1;4;11;4;7209;2024-03-05 19:48:04
2024-03-06;5624;2024-03-05 19:48:02;70424059.88;11;0;1;0;7209;2024-03-05 19:48:04
2024-03-05;174;2024-03-04 00:33:21;85232432.09;18;6;24;6;2425;2024-03-05 19:48:07
2024-03-05;5625;2024-03-05 19:48:05;85232432.09;24;0;18;0;2425;2024-03-05 19:48:07
2024-03-06;3803;2024-03-05 04:11:38;43829102.07;4;0;10;0;638;2024-03-05 19:48:08
2024-03-06;5626;2024-03-05 19:48:06;43829102.07;10;3;4;3;638;2024-03-05 19:48:08
2024-03-05;2984;2024-03-05 00:00:07;43351331.77;7;1;9;1;3491;2024-03-05 19:48:45
2024-03-05;5627;2024-03-05 19:48:43;43351331.77;9;0;7;0;3491;2024-03-05 19:48:45
2024-03-05;5297;2024-03-05 17:03:16;91141414.19;26;0;22;0;2736;2024-03-05 19:49:34
2024-03-05;5628;2024-03-05 19:49:32;91141414.19;22;3;26;3;2736;2024-03-05 19:49:34
2024-03-05;4307;2024-03-05 08:49:09;155598509.9;12;0;19;0;1542;2024-03-05 19:50:26
2024-03-05;5629;2024-03-05 19:50:24;155598509.9;19;1;12;1;1542;2024-03-05 19:50:26
2024-03-05;4026;2024-03-05 06:20:33;105069127.55;25;0;17;0;4422;2024-03-05 19:51:00
2024-03-05;5630;2024-03-05 19:50:58;105069127.55;17;5;25;5;4422;2024-03-05 19:51:00
2024-03-05;4116;2024-03-05 07:00:33;50508897.11;2;8;9;8;5137;2024-03-05 19:51:07
2024-03-05;5631;2024-03-05 19:51:05;50508897.11;9;0;2;0;5137;2024-03-05 19:51:07
2024-03-06;3830;2024-03-05 04:30:02;79281324.03;8;0;13;0;6542;2024-03-05 19:51:42
2024-03-06;5633;2024-03-05 19:51:40;79281324.03;13;4;8;4;6542;2024-03-05 19:51:42
2024-03-05;4313;2024-03-05 08:52:23;146697592.28;21;1;2;1;5928;2024-03-05 19:52:23
2024-03-05;5634;2024-03-05 19:52:21;146697592.28;2;0;21;0;5928;2024-03-05 19:52:23
2024-03-05;3463;2024-03-05 01:22:53;54264270.12;3;4;30;4;3516;2024-03-05 19:52:58
2024-03-05;5635;2024-03-05 19:52:56;54264270.12;30;0;3;0;3516;2024-03-05 19:52:58
2024-03-05;4451;2024-03-05 09:58:31;117325011.32;1;7;15;7;2207;2024-03-05 19:53:31
2024-03-05;5637;2024-03-05 19:53:29;117325011.32;15;0;1;0;2207;2024-03-05 19:53:31
2024-03-06;4746;2024-03-05 12:37:51;52940075.13;22;0;10;0;1642;2024-03-05 19:55:23
2024-03-06;5640;2024-03-05 19:55:21;52940075.13;10;5;22;5;1642;2024-03-05 19:55:23
2024-03-06;5454;2024-03-05 18:21:19;112323015.0;9;0;1;0;1652;2024-03-05 19:56:32
2024-03-06;5642;2024-03-05 19:56:30;112323015.0;1;8;9;8;1652;2024-03-05 19:56:32
2024-03-05;4367;2024-03-05 09:26:03;162555432.77;20;0;25;0;3954;2024-03-05 19:56:37
2024-03-05;5643;2024-03-05 19:56:35;162555432.77;25;3;20;3;3954;2024-03-05 19:56:37
2024-03-05;4079;2024-03-05 06:43:26;33851251.05;16;8;1;8;5875;2024-03-05 19:59:05
2024-03-05;5644;2024-03-05 19:59:03;33851251.05;1;0;16;0;5875;2024-03-05 19:59:05
2024-03-05;3662;2024-03-05 02:54:48;26338779.32;7;7;25;7;3109;2024-03-05 19:59:43
2024-03-05;5645;2024-03-05 19:59:41;26338779.32;25;0;7;0;3109;2024-03-05 19:59:43
2024-03-05;2992;2024-03-05 00:01:57;191416144.87;6;0;12;0;5758;2024-03-05 19:59:58
2024-03-05;5646;2024-03-05 19:59:56;191416144.87;12;1;6;1;5758;2024-03-05 19:59:58
2024-03-05;3503;2024-03-05 01:31:50;86565381.32;8;5;24;5;7180;2024-03-05 20:00:37
2024-03-05;5647;2024-03-05 20:00:35;86565381.32;24;0;8;0;7180;2024-03-05 20:00:37
2024-03-06;3915;2024-03-05 05:19:19;121434540.93;3;7;26;7;3340;2024-03-05 20:01:05
2024-03-06;5648;2024-03-05 20:01:03;121434540.93;26;0;3;0;3340;2024-03-05 20:01:05
2024-03-05;3732;2024-03-05 03:32:07;211807191.82;19;8;30;8;5895;2024-03-05 20:01:29
2024-03-05;5649;2024-03-05 20:01:27;211807191.82;30;0;19;0;5895;2024-03-05 20:01:29
2024-03-04;2911;2024-03-04 23:22:50;395796744.24;27;0;10;0;2212;2024-03-05 20:02:45
2024-03-04;5650;2024-03-05 20:02:43;395796744.24;10;5;27;5;2212;2024-03-05 20:02:45
2024-03-04;2239;2024-03-04 17:15:16;18255094.17;21;4;11;4;7077;2024-03-05 20:02:56
2024-03-04;5651;2024-03-05 20:02:54;18255094.17;11;0;21;0;7077;2024-03-05 20:02:56
2024-03-05;4637;2024-03-05 11:42:58;100340395.76;14;3;13;3;5914;2024-03-05 20:03:55
2024-03-05;5652;2024-03-05 20:03:53;100340395.76;13;0;14;0;5914;2024-03-05 20:03:55
2024-03-06;3225;2024-03-05 00:39:32;130269544.59;10;6;5;6;7352;2024-03-05 20:04:55
2024-03-06;5653;2024-03-05 20:04:53;130269544.59;5;0;10;0;7352;2024-03-05 20:04:55
2024-03-05;5125;2024-03-05 15:43:29;131506776.06;17;7;15;7;5226;2024-03-05 20:06:53
2024-03-05;5654;2024-03-05 20:06:51;131506776.06;15;0;17;0;5226;2024-03-05 20:06:53
2024-03-05;3320;2024-03-05 00:58:22;18492155.85;21;0;15;0;2744;2024-03-05 20:07:34
2024-03-05;5655;2024-03-05 20:07:32;18492155.85;15;4;21;4;2744;2024-03-05 20:07:34
2024-03-05;609;2024-03-04 02:34:14;162261867.25;21;2;23;2;4888;2024-03-05 20:08:17
2024-03-05;5657;2024-03-05 20:08:15;162261867.25;23;0;21;0;4888;2024-03-05 20:08:17
2024-03-06;3347;2024-03-05 01:03:08;9638060.22;12;3;10;3;2404;2024-03-05 20:10:17
2024-03-06;5658;2024-03-05 20:10:15;9638060.22;10;0;12;0;2404;2024-03-05 20:10:17
2024-03-06;5109;2024-03-05 15:34:20;137628978.8;6;3;12;3;7461;2024-03-05 20:11:17
2024-03-06;5660;2024-03-05 20:11:15;137628978.8;12;0;6;0;7461;2024-03-05 20:11:17
2024-03-05;4136;2024-03-05 07:14:24;92589601.64;1;0;12;0;1002;2024-03-05 20:11:18
2024-03-05;5661;2024-03-05 20:11:16;92589601.64;12;2;1;2;1002;2024-03-05 20:11:18
2024-03-06;5294;2024-03-05 17:00:59;108789152.23;3;0;27;0;4110;2024-03-05 20:12:28
2024-03-06;5663;2024-03-05 20:12:26;108789152.23;27;1;3;1;4110;2024-03-05 20:12:28
2024-03-05;5414;2024-03-05 18:01:53;433325997.66;15;2;27;2;2986;2024-03-05 20:12:32
2024-03-05;5664;2024-03-05 20:12:30;433325997.66;27;0;15;0;2986;2024-03-05 20:12:32
2024-03-06;3557;2024-03-05 01:59:58;86997398.5;26;0;18;0;1848;2024-03-05 20:12:52
2024-03-06;5665;2024-03-05 20:12:50;86997398.5;18;3;26;3;1848;2024-03-05 20:12:52
2024-03-06;3298;2024-03-05 00:53:45;59161131.09;10;0;8;0;4494;2024-03-05 20:13:01
2024-03-06;5666;2024-03-05 20:12:59;59161131.09;8;5;10;5;4494;2024-03-05 20:13:01
2024-03-06;5532;2024-03-05 18:59:10;235136523.25;26;4;2;4;4430;2024-03-05 20:13:56
2024-03-06;5667;2024-03-05 20:13:54;235136523.25;2;0;26;0;4430;2024-03-05 20:13:56
2024-03-06;5378;2024-03-05 17:44:04;175812840.36;22;5;15;5;2362;2024-03-05 20:14:22
2024-03-06;5669;2024-03-05 20:14:20;175812840.36;15;0;22;0;2362;2024-03-05 20:14:22
2024-03-06;3738;2024-03-05 03:35:29;191873187.79;30;0;8;0;1794;2024-03-05 20:15:22
2024-03-06;5670;2024-03-05 20:15:20;191873187.79;8;7;30;7;1794;2024-03-05 20:15:22
2024-03-06;5048;2024-03-05 15:05:58;80237050.63;22;8;24;8;2002;2024-03-05 20:15:35
2024-03-06;5671;2024-03-05 20:15:33;80237050.63;24;0;22;0;2002;2024-03-05 20:15:35
2024-03-06;3559;2024-03-05 02:02:17;175487765.44;27;6;18;6;5960;2024-03-05 20:16:14
2024-03-06;5672;2024-03-05 20:16:12;175487765.44;18;0;27;0;5960;2024-03-05 20:16:14
2024-03-07;4920;2024-03-05 14:05:48;40490900.6;22;0;13;0;7282;2024-03-05 20:16:38
2024-03-07;5673;2024-03-05 20:16:36;40490900.6;13;1;22;1;7282;2024-03-05 20:16:38
2024-03-07;3438;2024-03-05 01:19:10;401892378.47;30;4;7;4;4985;2024-03-05 20:16:46
2024-03-07;5674;2024-03-05 20:16:44;401892378.47;7;0;30;0;4985;2024-03-05 20:16:46
2024-03-06;3342;2024-03-05 01:01:28;58899681.32;2;3;12;3;6793;2024-03-05 20:18:33
2024-03-06;5676;2024-03-05 20:18:31;58899681.32;12;0;2;0;6793;2024-03-05 20:18:33
2024-03-05;2070;2024-03-04 15:57:36;40658497.5;26;0;5;0;3100;2024-03-05 20:19:08
2024-03-05;5677;2024-03-05 20:19:06;40658497.5;5;1;26;1;3100;2024-03-05 20:19:08
2024-03-05;3860;2024-03-05 04:48:42;95178898.96;24;0;20;0;2246;2024-03-05 20:20:36
2024-03-05;5681;2024-03-05 20:20:34;95178898.96;20;2;24;2;2246;2024-03-05 20:20:36
2024-03-06;3196;2024-03-05 00:36:40;96873846.24;22;0;13;0;5391;2024-03-05 20:21:16
2024-03-06;5682;2024-03-05 20:21:14;96873846.24;13;7;22;7;5391;2024-03-05 20:21:16
2024-03-06;5312;2024-03-05 17:07:33;89428178.19;13;0;16;0;743;2024-03-05 20:23:59
2024-03-06;5683;2024-03-05 20:23:57;89428178.19;16;5;13;5;743;2024-03-05 20:23:59
2024-03-06;5127;2024-03-05 15:44:11;37180570.71;24;0;23;0;768;2024-03-05 20:25:08
2024-03-06;5684;2024-03-05 20:25:06;37180570.71;23;8;24;8;768;2024-03-05 20:25:08
2024-03-06;5570;2024-03-05 19:17:30;112943311.19;6;0;2;0;1035;2024-03-05 20:25:11
2024-03-06;5685;2024-03-05 20:25:09;112943311.19;2;7;6;7;1035;2024-03-05 20:25:11
2024-03-06;5396;2024-03-05 17:54:42;75169317.43;3;1;2;1;133;2024-03-05 20:25:28
2024-03-06;5686;2024-03-05 20:25:26;75169317.43;2;0;3;0;133;2024-03-05 20:25:28
2024-03-05;3866;2024-03-05 04:51:18;488545479.71;2;0;3;0;1666;2024-03-05 20:26:14
2024-03-05;5687;2024-03-05 20:26:12;488545479.71;3;3;2;3;1666;2024-03-05 20:26:14
2024-03-06;5020;2024-03-05 14:51:28;128151717.31;28;0;14;0;4305;2024-03-05 20:27:09
2024-03-06;5688;2024-03-05 20:27:07;128151717.31;14;8;28;8;4305;2024-03-05 20:27:09
2024-03-06;4989;2024-03-05 14:39:01;128049157.44;9;0;3;0;1212;2024-03-05 20:28:19
2024-03-06;5690;2024-03-05 20:28:17;128049157.44;3;2;9;2;1212;2024-03-05 20:28:19
2024-03-04;250;2024-03-04 00:45:48;15225227.03;24;0;10;0;6515;2024-03-05 20:29:26
2024-03-04;5691;2024-03-05 20:29:24;15225227.03;10;1;24;1;6515;2024-03-05 20:29:26
2024-03-06;4992;2024-03-05 14:39:59;51948655.99;30;4;16;4;5074;2024-03-05 20:29:33
2024-03-06;5692;2024-03-05 20:29:31;51948655.99;16;0;30;0;5074;2024-03-05 20:29:33
2024-03-06;4373;2024-03-05 09:30:32;57322669.42;5;0;16;0;4901;2024-03-05 20:29:34
2024-03-06;5693;2024-03-05 20:29:32;57322669.42;16;4;5;4;4901;2024-03-05 20:29:34
2024-03-06;2998;2024-03-05 00:02:58;238569948.33;30;0;25;0;4245;2024-03-05 20:30:26
2024-03-06;5694;2024-03-05 20:30:24;238569948.33;25;2;30;2;4245;2024-03-05 20:30:26
2024-03-07;4541;2024-03-05 10:51:14;155119007.33;9;0;11;0;6983;2024-03-05 20:30:33
2024-03-07;5695;2024-03-05 20:30:31;155119007.33;11;7;9;7;6983;2024-03-05 20:30:33
2024-03-06;3337;2024-03-05 01:00:37;239121035.62;1;4;15;4;2889;2024-03-05 20:30:44
2024-03-06;5696;2024-03-05 20:30:42;239121035.62;15;0;1;0;2889;2024-03-05 20:30:44
2024-03-06;4304;2024-03-05 08:49:00;12876294.06;18;7;22;7;3411;2024-03-05 20:31:01
2024-03-06;5697;2024-03-05 20:30:59;12876294.06;22;0;18;0;3411;2024-03-05 20:31:01
2024-03-04;2203;2024-03-04 16:55:37;348605832.19;16;7;7;7;215;2024-03-05 20:32:17
2024-03-04;5698;2024-03-05 20:32:15;348605832.19;7;0;16;0;215;2024-03-05 20:32:17
2024-03-06;3005;2024-03-05 00:03:23;171834034.23;9;0;14;0;1873;2024-03-05 20:32:42
2024-03-06;5699;2024-03-05 20:32:40;171834034.23;14;1;9;1;1873;2024-03-05 20:32:42
2024-03-05;2135;2024-03-04 16:27:08;49689875.89;12;0;5;0;4858;2024-03-05 20:34:39
2024-03-05;5701;2024-03-05 20:34:37;49689875.89;5;6;12;6;4858;2024-03-05 20:34:39
2024-03-05;4889;2024-03-05 13:52:11;232205868.1;17;0;20;0;2292;2024-03-05 20:34:51
2024-03-05;5703;2024-03-05 20:34:49;232205868.1;20;3;17;3;2292;2024-03-05 20:34:51
2024-03-06;3003;2024-03-05 00:03:17;89910996.45;29;0;7;0;4738;2024-03-05 20:35:52
2024-03-06;5704;2024-03-05 20:35:50;89910996.45;7;3;29;3;4738;2024-03-05 20:35:52
2024-03-05;2712;2024-03-04 21:37:59;96960068.68;13;0;12;0;5147;2024-03-05 20:37:02
2024-03-05;5706;2024-03-05 20:37:00;96960068.68;12;7;13;7;5147;2024-03-05 20:37:02
2024-03-05;4881;2024-03-05 13:47:10;109377208.34;12;0;20;0;5099;2024-03-05 20:38:19
2024-03-05;5707;2024-03-05 20:38:17;109377208.34;20;7;12;7;5099;2024-03-05 20:38:19
2024-03-06;4341;2024-03-05 09:12:44;23173065.7;3;1;26;1;3841;2024-03-05 20:38:59
2024-03-06;5708;2024-03-05 20:38:57;23173065.7;26;0;3;0;3841;2024-03-05 20:38:59
2024-03-06;5364;2024-03-05 17:39:36;65024607.49;22;5;24;5;4379;2024-03-05 20:39:24
2024-03-06;5710;2024-03-05 20:39:22;65024607.49;24;0;22;0;4379;2024-03-05 20:39:24
2024-03-06;5550;2024-03-05 19:06:34;109589058.45;16;2;30;2;3493;2024-03-05 20:39:49
2024-03-06;5711;2024-03-05 20:39:47;109589058.45;30;0;16;0;3493;2024-03-05 20:39:49
2024-03-05;648;2024-03-04 02:58:23;207702912.26;26;0;27;0;6838;2024-03-05 20:39:51
2024-03-05;5712;2024-03-05 20:39:49;207702912.26;27;5;26;5;6838;2024-03-05 20:39:51
2024-03-05;5173;2024-03-05 16:07:12;169526691.48;4;0;22;0;118;2024-03-05 20:40:16
2024-03-05;5713;2024-03-05 20:40:14;169526691.48;22;6;4;6;118;2024-03-05 20:40:16
2024-03-06;3245;2024-03-05 00:44:50;35181178.96;21;2;10;2;4956;2024-03-05 20:42:23
2024-03-06;5714;2024-03-05 20:42:21;35181178.96;10;0;21;0;4956;2024-03-05 20:42:23
2024-03-05;5420;2024-03-05 18:06:27;148234150.16;2;7;28;7;7480;2024-03-05 20:45:12
2024-03-05;5716;2024-03-05 20:45:10;148234150.16;28;0;2;0;7480;2024-03-05 20:45:12
2024-03-06;4539;2024-03-05 10:49:42;101271653.88;18;2;29;2;147;2024-03-05 20:45:44
2024-03-06;5718;2024-03-05 20:45:42;101271653.88;29;0;18;0;147;2024-03-05 20:45:44
2024-03-05;3236;2024-03-05 00:42:56;28529597.45;8;0;16;0;2261;2024-03-05 20:46:18
2024-03-05;5719;2024-03-05 20:46:16;28529597.45;16;7;8;7;2261;2024-03-05 20:46:18
2024-03-05;4457;2024-03-05 10:03:05;124790183.78;28;4;12;4;224;2024-03-05 20:46:44
2024-03-05;5720;2024-03-05 20:46:42;124790183.78;12;0;28;0;224;2024-03-05 20:46:44
2024-03-05;4465;2024-03-05 10:06:34;150908785.55;24;0;6;0;7222;2024-03-05 20:46:47
2024-03-05;5721;2024-03-05 20:46:45;150908785.55;6;5;24;5;7222;2024-03-05 20:46:47
2024-03-06;3029;2024-03-05 00:07:51;69353022.69;16;3;8;3;3575;2024-03-05 20:46:53
2024-03-06;5722;2024-03-05 20:46:51;69353022.69;8;0;16;0;3575;2024-03-05 20:46:53
2024-03-05;4728;2024-03-05 12:26:58;178520061.91;16;0;9;0;2307;2024-03-05 20:47:04
2024-03-05;5723;2024-03-05 20:47:02;178520061.91;9;6;16;6;2307;2024-03-05 20:47:04
2024-03-06;3901;2024-03-05 05:10:40;69917882.88;29;8;15;8;279;2024-03-05 20:48:20
2024-03-06;5726;2024-03-05 20:48:18;69917882.88;15;0;29;0;279;2024-03-05 20:48:20
2024-03-07;4409;2024-03-05 09:45:21;16843147.48;8;0;21;0;4262;2024-03-05 20:49:05
2024-03-07;5728;2024-03-05 20:49:03;16843147.48;21;6;8;6;4262;2024-03-05 20:49:05
2024-03-06;4143;2024-03-05 07:18:07;38117513.74;13;0;22;0;974;2024-03-05 20:50:21
2024-03-06;5729;2024-03-05 20:50:19;38117513.74;22;7;13;7;974;2024-03-05 20:50:21
2024-03-05;5241;2024-03-05 16:38:02;109384592.29;28;0;27;0;3751;2024-03-05 20:52:09
2024-03-05;5730;2024-03-05 20:52:07;109384592.29;27;3;28;3;3751;2024-03-05 20:52:09
2024-03-05;4809;2024-03-05 13:08:14;75223016.78;26;0;4;0;202;2024-03-05 20:52:14
2024-03-05;5731;2024-03-05 20:52:12;75223016.78;4;3;26;3;202;2024-03-05 20:52:14
2024-03-06;4070;2024-03-05 06:39:06;125689979.39;8;5;25;5;4328;2024-03-05 20:52:30
2024-03-06;5732;2024-03-05 20:52:28;125689979.39;25;0;8;0;4328;2024-03-05 20:52:30
2024-03-04;843;2024-03-04 04:35:41;32222854.95;24;8;11;8;6706;2024-03-05 20:54:11
2024-03-04;5735;2024-03-05 20:54:09;32222854.95;11;0;24;0;6706;2024-03-05 20:54:11
2024-03-05;3318;2024-03-05 00:57:56;237997607.7;18;5;17;5;3090;2024-03-05 20:54:11
2024-03-05;5736;2024-03-05 20:54:09;237997607.7;17;0;18;0;3090;2024-03-05 20:54:11
2024-03-06;4122;2024-03-05 07:03:31;187017760.52;6;4;4;4;5123;2024-03-05 20:54:50
2024-03-06;5737;2024-03-05 20:54:48;187017760.52;4;0;6;0;5123;2024-03-05 20:54:50
2024-03-05;4862;2024-03-05 13:36:01;22115180.93;11;5;12;5;2140;2024-03-05 20:55:16
2024-03-05;5738;2024-03-05 20:55:14;22115180.93;12;0;11;0;2140;2024-03-05 20:55:16
2024-03-07;4732;2024-03-05 12:30:35;142072762.48;14;3;6;3;4344;2024-03-05 20:56:44
2024-03-07;5740;2024-03-05 20:56:42;142072762.48;6;0;14;0;4344;2024-03-05 20:56:44
2024-03-06;5702;2024-03-05 20:34:44;114484404.5;15;0;19;0;3291;2024-03-05 20:57:00
2024-03-06;5742;2024-03-05 20:56:58;114484404.5;19;1;15;1;3291;2024-03-05 20:57:00
2024-03-06;5315;2024-03-05 17:10:40;66893253.27;14;7;2;7;7187;2024-03-05 20:58:53
2024-03-06;5743;2024-03-05 20:58:51;66893253.27;2;0;14;0;7187;2024-03-05 20:58:53
2024-03-04;2697;2024-03-04 21:28:56;111790406.72;18;4;22;4;2293;2024-03-05 20:59:05
2024-03-04;5744;2024-03-05 20:59:03;111790406.72;22;0;18;0;2293;2024-03-05 20:59:05
2024-03-05;5522;2024-03-05 18:54:49;217081133.96;19;3;18;3;5444;2024-03-05 21:00:18
2024-03-05;5745;2024-03-05 21:00:16;217081133.96;18;0;19;0;5444;2024-03-05 21:00:18
2024-03-04;1502;2024-03-04 10:19:33;140490386.05;6;1;12;1;4954;2024-03-05 21:00:38
2024-03-04;5746;2024-03-05 21:00:36;140490386.05;12;0;6;0;4954;2024-03-05 21:00:38
2024-03-05;5638;2024-03-05 19:54:37;346020611.57;7;0;3;0;267;2024-03-05 21:01:46
2024-03-05;5747;2024-03-05 21:01:44;346020611.57;3;4;7;4;267;2024-03-05 21:01:46
2024-03-06;3465;2024-03-05 01:22:59;150849395.75;20;8;6;8;1985;2024-03-05 21:01:59
2024-03-06;5748;2024-03-05 21:01:57;150849395.75;6;0;20;0;1985;2024-03-05 21:01:59
2024-03-06;3997;2024-03-05 06:04:26;38519320.4;15;0;22;0;3068;2024-03-05 21:02:58
2024-03-06;5750;2024-03-05 21:02:56;38519320.4;22;2;15;2;3068;2024-03-05 21:02:58
2024-03-06;3649;2024-03-05 02:48:17;203188508.49;12;0;27;0;6078;2024-03-05 21:07:46
2024-03-06;5753;2024-03-05 21:07:44;203188508.49;27;6;12;6;6078;2024-03-05 21:07:46
2024-03-06;3685;2024-03-05 03:07:31;67505471.0;26;1;22;1;4480;2024-03-05 21:08:29
2024-03-06;5755;2024-03-05 21:08:27;67505471.0;22;0;26;0;4480;2024-03-05 21:08:29
2024-03-06;1774;2024-03-04 13:01:33;367264809.81;29;6;7;6;5387;2024-03-05 21:09:14
2024-03-06;5756;2024-03-05 21:09:12;367264809.81;7;0;29;0;5387;2024-03-05 21:09:14
2024-03-06;4553;2024-03-05 10:55:02;34156552.59;5;0;19;0;605;2024-03-05 21:09:19
2024-03-06;5757;2024-03-05 21:09:17;34156552.59;19;3;5;3;605;2024-03-05 21:09:19
2024-03-04;565;2024-03-04 02:12:34;95899087.8;29;5;12;5;1138;2024-03-05 21:09:31
2024-03-04;5758;2024-03-05 21:09:29;95899087.8;12;0;29;0;1138;2024-03-05 21:09:31
2024-03-05;2247;2024-03-04 17:22:38;98544361.36;25;1;20;1;1619;2024-03-05 21:09:32
2024-03-05;5759;2024-03-05 21:09:30;98544361.36;20;0;25;0;1619;2024-03-05 21:09:32
2024-03-05;5073;2024-03-05 15:16:16;172830022.97;23;2;11;2;2593;2024-03-05 21:10:05
2024-03-05;5760;2024-03-05 21:10:03;172830022.97;11;0;23;0;2593;2024-03-05 21:10:05
2024-03-06;5724;2024-03-05 20:47:08;59939617.11;9;0;15;0;1656;2024-03-05 21:10:25
2024-03-06;5761;2024-03-05 21:10:23;59939617.11;15;6;9;6;1656;2024-03-05 21:10:25
2024-03-06;2999;2024-03-05 00:03:05;235604907.94;2;0;3;0;5007;2024-03-05 21:11:04
2024-03-06;5762;2024-03-05 21:11:02;235604907.94;3;4;2;4;5007;2024-03-05 21:11:04
2024-03-06;4382;2024-03-05 09:34:18;263006628.46;29;8;7;8;1878;2024-03-05 21:11:05
2024-03-06;5763;2024-03-05 21:11:03;263006628.46;7;0;29;0;1878;2024-03-05 21:11:05
2024-03-05;5739;2024-03-05 20:56:28;31958759.33;29;7;17;7;1469;2024-03-05 21:11:18
2024-03-05;5764;2024-03-05 21:11:16;31958759.33;17;0;29;0;1469;2024-03-05 21:11:18
2024-03-07;3276;2024-03-05 00:50:42;162131039.67;13;3;16;3;1511;2024-03-05 21:12:10
2024-03-07;5766;2024-03-05 21:12:08;162131039.67;16;0;13;0;1511;2024-03-05 21:12:10
2024-03-06;3259;2024-03-05 00:46:50;33634927.28;11;8;13;8;5616;2024-03-05 21:12:25
2024-03-06;5767;2024-03-05 21:12:23;33634927.28;13;0;11;0;5616;2024-03-05 21:12:25
2024-03-06;3368;2024-03-05 01:05:36;193900332.9;1;3;21;3;96;2024-03-05 21:14:32
2024-03-06;5769;2024-03-05 21:14:30;193900332.9;21;0;1;0;96;2024-03-05 21:14:32
2024-03-05;4682;2024-03-05 12:00:55;73435612.22;29;0;23;0;5064;2024-03-05 21:14:55
2024-03-05;5770;2024-03-05 21:14:53;73435612.22;23;3;29;3;5064;2024-03-05 21:14:55
2024-03-05;5063;2024-03-05 15:12:44;40692014.94;3;4;29;4;3468;2024-03-05 21:16:07
2024-03-05;5772;2024-03-05 21:16:05;40692014.94;29;0;3;0;3468;2024-03-05 21:16:07
2024-03-06;4104;2024-03-05 06:54:19;67005824.82;17;0;6;0;1103;2024-03-05 21:16:17
2024-03-06;5773;2024-03-05 21:16:15;67005824.82;6;3;17;3;1103;2024-03-05 21:16:17
2024-03-06;4348;2024-03-05 09:15:08;222196696.89;2;4;17;4;4426;2024-03-05 21:16:47
2024-03-06;5774;2024-03-05 21:16:45;222196696.89;17;0;2;0;4426;2024-03-05 21:16:47
2024-03-04;2009;2024-03-04 15:23:32;191767703.55;4;0;10;0;6561;2024-03-05 21:18:38
2024-03-04;5775;2024-03-05 21:18:36;191767703.55;10;4;4;4;6561;2024-03-05 21:18:38
2024-03-06;4506;2024-03-05 10:29:46;46018545.35;18;0;21;0;3432;2024-03-05 21:18:52
2024-03-06;5776;2024-03-05 21:18:50;46018545.35;21;3;18;3;3432;2024-03-05 21:18:52
2024-03-06;4943;2024-03-05 14:15:18;102091328.86;26;0;22;0;6848;2024-03-05 21:20:09
2024-03-06;5778;2024-03-05 21:20:07;102091328.86;22;3;26;3;6848;2024-03-05 21:20:09
2024-03-05;5044;2024-03-05 15:05:01;135535991.81;20;7;11;7;6538;2024-03-05 21:20:16
2024-03-05;5779;2024-03-05 21:20:14;135535991.81;11;0;20;0;6538;2024-03-05 21:20:16
2024-03-06;5542;2024-03-05 19:03:14;47825234.53;29;1;24;1;6875;2024-03-05 21:22:46
2024-03-06;5780;2024-03-05 21:22:44;47825234.53;24;0;29;0;6875;2024-03-05 21:22:46
2024-03-05;5465;2024-03-05 18:25:34;70618952.44;23;7;14;7;5;2024-03-05 21:24:14
2024-03-05;5782;2024-03-05 21:24:12;70618952.44;14;0;23;0;5;2024-03-05 21:24:14
2024-03-04;395;2024-03-04 01:11:11;45302051.82;8;0;16;0;7185;2024-03-05 21:25:05
2024-03-04;5783;2024-03-05 21:25:03;45302051.82;16;1;8;1;7185;2024-03-05 21:25:05
2024-03-06;5198;2024-03-05 16:19:04;102177629.51;16;0;5;0;6928;2024-03-05 21:25:15
2024-03-06;5784;2024-03-05 21:25:13;102177629.51;5;7;16;7;6928;2024-03-05 21:25:15
2024-03-06;3881;2024-03-05 05:00:13;452506928.7;27;0;29;0;4608;2024-03-05 21:27:01
2024-03-06;5787;2024-03-05 21:26:59;452506928.7;29;8;27;8;4608;2024-03-05 21:27:01
2024-03-06;5028;2024-03-05 14:55:44;168466891.0;24;0;21;0;1674;2024-03-05 21:28:31
2024-03-06;5788;2024-03-05 21:28:29;168466891.0;21;6;24;6;1674;2024-03-05 21:28:31
2024-03-05;4902;2024-03-05 13:58:01;61886101.73;8;0;5;0;1134;2024-03-05 21:28:56
2024-03-05;5789;2024-03-05 21:28:54;61886101.73;5;1;8;1;1134;2024-03-05 21:28:56
